,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,ACC.NS,ADANIENT.NS,DMART.NS,GODHA.NS,HDFCBANK.NS,ICICIBANK.NS,ITC.NS,LANCER.BO,MANKIND.NS,RELIANCE.NS,SUZLON.NS,TATAMOTORS.NS,^NSEI,ACC.NS,ADANIENT.NS,DMART.NS,GODHA.NS,HDFCBANK.NS,ICICIBANK.NS,ITC.NS,LANCER.BO,MANKIND.NS,RELIANCE.NS,SUZLON.NS,TATAMOTORS.NS,^NSEI,ACC.NS,ADANIENT.NS,DMART.NS,GODHA.NS,HDFCBANK.NS,ICICIBANK.NS,ITC.NS,LANCER.BO,MANKIND.NS,RELIANCE.NS,SUZLON.NS,TATAMOTORS.NS,^NSEI,ACC.NS,ADANIENT.NS,DMART.NS,GODHA.NS,HDFCBANK.NS,ICICIBANK.NS,ITC.NS,LANCER.BO,MANKIND.NS,RELIANCE.NS,SUZLON.NS,TATAMOTORS.NS,^NSEI,ACC.NS,ADANIENT.NS,DMART.NS,GODHA.NS,HDFCBANK.NS,ICICIBANK.NS,ITC.NS,LANCER.BO,MANKIND.NS,RELIANCE.NS,SUZLON.NS,TATAMOTORS.NS,^NSEI,ACC.NS,ADANIENT.NS,DMART.NS,GODHA.NS,HDFCBANK.NS,ICICIBANK.NS,ITC.NS,LANCER.BO,MANKIND.NS,RELIANCE.NS,SUZLON.NS,TATAMOTORS.NS,^NSEI
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13 00:00:00,1420.010986328125,211.7123260498047,1914.6500244140625,0.6150000095367432,1251.3905029296875,529.4658813476562,202.0856170654297,42.43742752075195,,1508.7113037109375,2.5,195.64024353027344,12329.5498046875,1526.1500244140625,213.60000610351562,1914.6500244140625,0.6150000095367432,1286.0,538.5999755859375,239.25,42.45000076293945,,1529.2047119140625,2.5,196.25,12329.5498046875,1530.699951171875,216.25,1940.1500244140625,0.6150000095367432,1296.5,546.0499877929688,240.5,42.900001525878906,,1544.0638427734375,2.6500000953674316,197.75,12337.75,1514.449951171875,209.60000610351562,1880.0,0.6150000095367432,1276.0,538.0,238.25,39.0,,1523.9544677734375,2.3499999046325684,191.39999389648438,12285.7998046875,1518.8499755859375,210.64999389648438,1925.0,0.6150000095367432,1282.699951171875,539.4000244140625,238.5,41.70000076293945,,1530.5419921875,2.450000047683716,194.75,12296.7001953125,531138,3527267,2138099,0,3725784,7901800,12243639,1305,,8437316,35113574,40535961,501000.0
2020-01-14 00:00:00,1408.61279296875,212.45570373535156,1930.75,0.6150000095367432,1254.79638671875,528.4828491210938,205.46426391601562,41.18779754638672,,1494.7353515625,2.4000000953674316,195.2415008544922,12362.2998046875,1513.9000244140625,214.35000610351562,1930.75,0.6150000095367432,1289.5,537.5999755859375,243.25,41.20000076293945,,1515.0389404296875,2.4000000953674316,195.85000610351562,12362.2998046875,1534.0,215.5,1940.0,0.6150000095367432,1292.550048828125,538.9500122070312,243.8000030517578,42.0,,1535.445556640625,2.5,198.25,12374.25,1510.550048828125,211.85000610351562,1892.1500244140625,0.6150000095367432,1277.5,534.1500244140625,238.3000030517578,39.0,,1507.559814453125,2.4000000953674316,193.60000610351562,12308.7001953125,1527.0,213.4499969482422,1902.0,0.6150000095367432,1289.0,536.2000122070312,240.25,40.5,,1525.5394287109375,2.5,195.6999969482422,12333.099609375,850556,1775182,1407288,0,3943145,13939440,11843444,409,,7299328,8805197,29867542,616300.0
2020-01-15 00:00:00,1410.3341064453125,214.68580627441406,1933.550048828125,0.6150000095367432,1249.6876220703125,526.5167236328125,204.7462921142578,43.986968994140625,,1489.31103515625,2.5,199.72752380371094,12343.2998046875,1515.75,216.60000610351562,1933.550048828125,0.6150000095367432,1284.25,535.5999755859375,242.39999389648438,44.0,,1509.541015625,2.5,200.35000610351562,12343.2998046875,1533.9000244140625,218.0,1946.0,0.6150000095367432,1287.949951171875,536.9500122070312,243.0,44.95000076293945,,1525.4403076171875,2.5,201.6999969482422,12355.150390625,1488.0,212.5,1920.050048828125,0.6150000095367432,1274.0999755859375,530.6500244140625,241.10000610351562,40.0,,1503.99365234375,2.299999952316284,194.0,12278.75,1511.9000244140625,214.5,1938.0,0.6150000095367432,1286.4000244140625,535.0999755859375,242.5500030517578,41.79999923706055,,1521.4283447265625,2.4000000953674316,195.0,12349.400390625,974275,1982079,551142,0,5893724,12353176,5476729,7972,,7299939,32502503,38485962,684400.0
2020-01-16 00:00:00,1400.1456298828125,218.05575561523438,1946.050048828125,0.6150000095367432,1252.9962158203125,528.04052734375,203.3526153564453,45.7364501953125,,1503.0426025390625,2.5999999046325684,196.93621826171875,12355.5,1504.800048828125,220.0,1946.050048828125,0.6150000095367432,1287.6500244140625,537.1500244140625,240.75,45.75,,1523.4591064453125,2.5999999046325684,197.5500030517578,12355.5,1529.6500244140625,222.5,1951.449951171875,0.6150000095367432,1291.0,540.0,243.89999389648438,47.5,,1528.85791015625,2.5999999046325684,200.60000610351562,12389.0498046875,1494.0,217.0,1922.0,0.6150000095367432,1279.3499755859375,533.2000122070312,240.10000610351562,44.0,,1513.652099609375,2.5,196.89999389648438,12315.7998046875,1525.199951171875,217.6999969482422,1938.699951171875,0.6150000095367432,1282.050048828125,533.9000244140625,242.5,44.0,,1514.6427001953125,2.549999952316284,199.5,12347.099609375,650073,4280379,521815,0,3575200,11249232,9369668,1532,,5929338,11340107,28118140,395700.0
2020-01-17 00:00:00,1407.170654296875,226.3815155029297,1990.550048828125,0.6150000095367432,1243.7518310546875,523.0269775390625,202.6768798828125,45.686466217041016,,1545.165771484375,2.5,196.68699645996094,12352.349609375,1512.3499755859375,228.39999389648438,1990.550048828125,0.6150000095367432,1278.1500244140625,532.0499877929688,239.9499969482422,45.70000076293945,,1566.1544189453125,2.5,197.3000030517578,12352.349609375,1522.5999755859375,229.25,2000.0,0.6150000095367432,1284.9000244140625,538.0,242.10000610351562,47.0,,1570.0673828125,2.700000047683716,199.4499969482422,12385.4501953125,1494.050048828125,213.6999969482422,1932.4000244140625,0.6150000095367432,1271.9000244140625,530.5999755859375,239.39999389648438,44.0,,1538.615478515625,2.5,195.6999969482422,12321.400390625,1504.5,216.0,1948.0,0.6150000095367432,1281.75,534.5,240.75,44.0,,1538.91259765625,2.6500000953674316,197.25,12328.400390625,409435,10810744,887334,0,8459407,18312609,7392403,1189,,13597387,19789371,18204088,502100.0
2020-01-20 00:00:00,1393.399658203125,224.54788208007812,1936.6500244140625,0.6150000095367432,1221.1275634765625,525.7794799804688,204.32395935058594,39.938167572021484,,1497.6185302734375,2.450000047683716,194.39413452148438,12224.5498046875,1497.550048828125,226.5500030517578,1936.6500244140625,0.6150000095367432,1254.9000244140625,534.8499755859375,241.89999389648438,39.95000076293945,,1517.9613037109375,2.450000047683716,195.0,12224.5498046875,1517.800048828125,232.25,2004.449951171875,0.6150000095367432,1304.8499755859375,544.0,243.25,45.70000076293945,,1593.8914794921875,2.5,201.4499969482422,12430.5,1495.0,224.14999389648438,1927.0,0.6150000095367432,1252.5,531.0,240.0500030517578,38.099998474121094,,1512.067138671875,2.4000000953674316,194.3000030517578,12216.900390625,1517.800048828125,229.5500030517578,2000.0,0.6150000095367432,1304.8499755859375,533.0,240.0500030517578,45.70000076293945,,1593.8914794921875,2.450000047683716,198.0,12430.5,223875,4546367,467366,0,11089225,19159996,8020816,5207,,15019904,9522493,28976013,491600.0
2020-01-21 00:00:00,1392.0506591796875,222.26820373535156,1912.3499755859375,0.6150000095367432,1210.8614501953125,522.0439453125,201.40989685058594,40.637962341308594,,1499.1334228515625,2.549999952316284,190.80531311035156,12169.849609375,1496.0999755859375,224.25,1912.3499755859375,0.6150000095367432,1244.3499755859375,531.0499877929688,238.4499969482422,40.650001525878906,,1519.4967041015625,2.549999952316284,191.39999389648438,12169.849609375,1509.4000244140625,227.0,1959.550048828125,0.6150000095367432,1250.0,540.25,241.4499969482422,41.900001525878906,,1531.33447265625,2.549999952316284,196.39999389648438,12230.0498046875,1487.0,220.5,1901.9000244140625,0.6150000095367432,1238.4000244140625,530.2000122070312,238.0,39.95000076293945,,1507.7083740234375,2.4000000953674316,190.1999969482422,12162.2998046875,1494.949951171875,224.35000610351562,1930.0,0.6150000095367432,1250.0,532.9500122070312,241.4499969482422,40.0,,1514.2464599609375,2.4000000953674316,195.5,12195.2998046875,359320,2813526,321554,0,7492402,13477994,9571070,2079,,8732832,8778196,20859400,400.0
2020-01-22 00:00:00,1418.382568359375,223.9036102294922,1914.699951171875,0.6150000095367432,1207.4556884765625,513.9829711914062,201.072021484375,39.98815155029297,,1498.595703125,2.549999952316284,185.02334594726562,12106.900390625,1524.4000244140625,225.89999389648438,1914.699951171875,0.6150000095367432,1240.8499755859375,522.8499755859375,238.0500030517578,40.0,,1518.951904296875,2.549999952316284,185.60000610351562,12106.900390625,1537.0,228.0,1932.0,0.6150000095367432,1255.0,534.9500122070312,239.60000610351562,42.0,,1532.22607421875,2.5999999046325684,192.5,12225.0498046875,1502.0999755859375,221.14999389648438,1907.5999755859375,0.6150000095367432,1234.4000244140625,520.75,237.10000610351562,39.150001525878906,,1516.7230224609375,2.450000047683716,184.25,12087.900390625,1507.949951171875,224.8000030517578,1930.0,0.6150000095367432,1248.050048828125,531.5,239.60000610351562,40.95000076293945,,1529.5018310546875,2.549999952316284,191.9499969482422,12218.349609375,1645875,2939366,283551,0,9184155,17527408,7654918,792,,4763978,7564173,32952072,500.0
2020-01-23 00:00:00,1440.6668701171875,227.5709228515625,1924.699951171875,0.6150000095367432,1211.3480224609375,518.7507934570312,200.9453125,40.73793029785156,,1492.2432861328125,2.5,187.81463623046875,12180.349609375,1548.3499755859375,229.60000610351562,1924.699951171875,0.6150000095367432,1244.8499755859375,527.7000122070312,237.89999389648438,40.75,,1512.512939453125,2.5,188.39999389648438,12180.349609375,1554.9000244140625,231.1999969482422,1929.050048828125,0.6150000095367432,1246.8499755859375,530.25,238.75,40.79999923706055,,1527.4710693359375,2.5999999046325684,190.39999389648438,12189.0,1525.0,225.75,1910.0999755859375,0.6150000095367432,1231.0,517.0499877929688,236.89999389648438,38.29999923706055,,1506.420654296875,2.5,183.8000030517578,12094.099609375,1526.25,226.0,1920.0,0.6150000095367432,1240.0,521.4000244140625,238.10000610351562,40.0,,1522.072265625,2.549999952316284,186.75,12123.75,1100769,2650092,203734,0,5754460,17061293,6120434,511,,5190829,3483150,33032086,867700.0
2020-01-24 00:00:00,1456.9962158203125,227.7196044921875,1948.5999755859375,0.6150000095367432,1211.05615234375,524.7964477539062,201.15647888183594,38.98844909667969,,1487.063232421875,2.5,185.92054748535156,12248.25,1565.9000244140625,229.75,1948.5999755859375,0.6150000095367432,1244.550048828125,533.8499755859375,238.14999389648438,39.0,,1507.2626953125,2.5,186.5,12248.25,1570.75,232.39999389648438,1961.0999755859375,0.6150000095367432,1254.0,537.4000244140625,239.10000610351562,40.79999923706055,,1521.9237060546875,2.549999952316284,191.0,12272.150390625,1542.199951171875,219.0,1918.1500244140625,0.6150000095367432,1239.0999755859375,527.0,237.0,38.0,,1504.290771484375,2.450000047683716,185.0,12149.650390625,1551.75,225.5,1927.050048828125,0.6150000095367432,1246.0,529.25,237.39999389648438,38.0,,1512.6614990234375,2.549999952316284,188.0,12174.5498046875,780502,7154795,404536,0,5915878,17851868,6801874,4845,,6751025,9090135,21791825,593200.0
2020-01-27 00:00:00,1441.1319580078125,228.5125274658203,1951.5,0.6150000095367432,1180.5498046875,528.1388549804688,198.15794372558594,38.98844909667969,,1472.4033203125,2.4000000953674316,181.63389587402344,12119.0,1548.8499755859375,230.5500030517578,1951.5,0.6150000095367432,1213.199951171875,537.25,234.60000610351562,39.0,,1492.403564453125,2.4000000953674316,182.1999969482422,12119.0,1579.5999755859375,236.4499969482422,1961.5,0.6150000095367432,1235.0,545.0,237.39999389648438,40.349998474121094,,1510.1353759765625,2.5,186.89999389648438,12216.599609375,1544.1500244140625,226.0500030517578,1928.0999755859375,0.6150000095367432,1211.75,531.5,234.3000030517578,38.349998474121094,,1490.8680419921875,2.4000000953674316,180.85000610351562,12107.0,1555.0,229.5,1945.5,0.6150000095367432,1235.0,538.5,237.0,39.29999923706055,,1500.675048828125,2.5,185.6999969482422,12197.099609375,535508,5293975,306182,0,9444276,38149166,6837613,711,,6178444,7567943,30132428,441200.0
2020-01-28 00:00:00,1452.7626953125,227.86825561523438,1930.449951171875,0.6150000095367432,1190.2806396484375,519.2422485351562,194.90599060058594,37.638851165771484,,1438.3919677734375,2.4000000953674316,175.5528564453125,12055.7998046875,1561.3499755859375,229.89999389648438,1930.449951171875,0.6150000095367432,1223.199951171875,528.2000122070312,230.75,37.650001525878906,,1457.9302978515625,2.4000000953674316,176.10000610351562,12055.7998046875,1576.550048828125,234.5,1958.0,0.6150000095367432,1227.800048828125,540.5999755859375,235.89999389648438,39.95000076293945,,1495.8211669921875,2.450000047683716,184.3000030517578,12163.5498046875,1534.0,229.10000610351562,1922.199951171875,0.6150000095367432,1213.25,524.4500122070312,230.5,37.20000076293945,,1449.8568115234375,2.3499999046325684,174.89999389648438,12024.5,1554.9000244140625,232.25,1944.699951171875,0.6150000095367432,1218.800048828125,538.0999755859375,234.75,38.25,,1494.4342041015625,2.450000047683716,183.89999389648438,12148.099609375,696588,2161711,198741,0,6706079,24009224,14582907,328,,11321622,4727864,38283588,478500.0
2020-01-29 00:00:00,1443.7838134765625,230.2470703125,1974.6500244140625,0.6150000095367432,1202.5902099609375,517.66943359375,199.8894805908203,39.98815155029297,,1446.308349609375,2.450000047683716,187.46572875976562,12129.5,1551.699951171875,232.3000030517578,1974.6500244140625,0.6150000095367432,1235.8499755859375,526.5999755859375,236.64999389648438,40.0,,1465.9542236328125,2.450000047683716,188.0500030517578,12129.5,1574.0,238.35000610351562,1984.25,0.6150000095367432,1242.0,534.7999877929688,237.64999389648438,40.5,,1480.3675537109375,2.5,188.89999389648438,12169.599609375,1545.199951171875,231.0,1928.0,0.6150000095367432,1222.25,525.2999877929688,231.14999389648438,37.0,,1450.3026123046875,2.4000000953674316,178.5500030517578,12103.7998046875,1564.25,231.6999969482422,1932.0,0.6150000095367432,1225.300048828125,531.5499877929688,231.5,37.0,,1460.208740234375,2.4000000953674316,178.8000030517578,12114.900390625,405658,3738186,481606,0,6894175,16400827,20469708,759,,11420535,7542867,61585660,514400.0
2020-01-30 00:00:00,1424.9886474609375,229.45411682128906,2051.300048828125,0.6449999809265137,1193.053955078125,523.1744384765625,197.69337463378906,39.98815155029297,,1411.026611328125,2.4000000953674316,185.62147521972656,12035.7998046875,1531.5,231.5,2051.300048828125,0.6449999809265137,1226.050048828125,532.2000122070312,234.0500030517578,40.0,,1430.1932373046875,2.4000000953674316,186.1999969482422,12035.7998046875,1556.4000244140625,232.75,2064.0,0.6449999809265137,1238.949951171875,533.9500122070312,237.0,40.0,,1465.8056640625,2.5,192.5500030517578,12150.2998046875,1525.3499755859375,228.1999969482422,1977.800048828125,0.6449999809265137,1217.199951171875,524.1500244140625,233.0,38.5,,1426.4783935546875,2.4000000953674316,184.25,12010.599609375,1552.75,232.3000030517578,1977.800048828125,0.6449999809265137,1238.949951171875,527.6500244140625,236.9499969482422,40.0,,1465.1121826171875,2.5,190.9499969482422,12147.75,415388,2192123,1640477,80000,6055992,14319317,10394149,105,,10338837,5484824,70900581,538100.0
2020-01-31 00:00:00,1399.95947265625,227.42225646972656,2133.949951171875,0.675000011920929,1193.2972412109375,516.7355346679688,198.62249755859375,38.88848114013672,,1379.6541748046875,2.4000000953674316,176.0513153076172,11962.099609375,1504.5999755859375,229.4499969482422,2133.949951171875,0.675000011920929,1226.300048828125,525.6500244140625,235.14999389648438,38.900001525878906,,1398.3946533203125,2.4000000953674316,176.60000610351562,11962.099609375,1552.0,234.5500030517578,2145.050048828125,0.675000011920929,1237.800048828125,532.75,238.39999389648438,40.0,,1439.60400390625,2.450000047683716,188.35000610351562,12103.5498046875,1500.0,227.14999389648438,2061.0,0.675000011920929,1220.25,522.4000244140625,234.0500030517578,36.95000076293945,,1393.9864501953125,2.3499999046325684,175.9499969482422,11945.849609375,1536.0,231.0,2064.050048828125,0.675000011920929,1231.449951171875,530.0,235.75,38.04999923706055,,1439.3563232421875,2.450000047683716,186.3000030517578,12100.400390625,514199,2720308,1572997,80000,5589134,16292578,18455880,1085,,16037262,5111856,75621897,771300.0
